signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,TP Pot. Profit 9,TP Pot. Profit 10,TP Pot. Profit 11,TP Pot. Profit 12,TP Pot. Profit 13,TP Pot. Profit 14,TP Pot. Profit 15,potentialLoss
0934,"03/17/2023, 09:53:47 AM","03/17/2023, 03:39:00 PM",AVAX/USDT,,LONG,3,16.4,0,1,1,0.457,100,25,0.114,0,0.114,closed,16.4,15.3,14.2,13.1,16.9,17.5,18.2,19.2,21,24,28,33,38,45,53,,,,,11.8,9.146,20.122,32.927,51.22,84.146,139.024,212.195,303.659,395.122,523.171,669.512,,,,,-84.146
0935,"03/19/2023, 04:02:17 PM","06/10/2023, 06:23:00 AM",BCH/USDT,,LONG,3,123.353,0,4,0,-58.984,100,100,-58.984,0,-58.984,closed,136,128,120,112,140,145,151,158,170,190,220,260,310,385,,,,,,99.1,8.824,19.853,33.088,48.529,75,119.118,185.294,273.529,383.824,549.265,,,,,,-81.397
0936,"03/20/2023, 09:34:55 AM","04/19/2023, 10:22:00 AM",FIL/USDT,,LONG,3,5.751,0,3,1,1.564,100,75,1.173,0,1.173,closed,6.18,5.77,5.36,4.95,6.35,6.55,6.8,7.2,7.8,9,10.5,12.5,14.5,17,19.5,22.3,,,,4.47,8.252,17.961,30.097,49.515,78.641,136.893,209.709,306.796,403.883,525.243,646.602,782.524,,,,-83.01
0937,"03/21/2023, 08:22:09 AM","03/21/2023, 09:30:00 AM",MASK/USDT,,SHORT,5,5.36,0,1,1,0.466,100,25,0.117,0,0.117,closed,5.36,5.573,5.787,6,5.26,5.15,5,4.8,4.55,4.25,3.9,3.5,3,2.05,,,,,,6.375,9.328,19.59,33.582,52.239,75.56,103.545,136.194,173.507,220.149,308.769,,,,,,-94.683
0938,"03/22/2023, 12:27:59 PM","03/24/2023, 06:18:00 PM",BAND/USDT,,LONG,3,1.673,0,2,1,0.958,100,50,0.479,0,0.479,closed,1.73,1.62,1.51,1.4,1.78,1.85,1.95,2.1,2.3,2.65,3.1,3.6,4.2,4.8,5.62,,,,,1.245,8.671,20.809,38.15,64.162,98.844,159.538,237.572,324.277,428.324,532.37,674.566,,,,,-84.104
0939,"03/23/2023, 01:04:47 PM","03/26/2023, 03:38:00 PM",ETH/USDT,,SHORT,10,1796.802,0,4,1,1.859,100,100,1.859,0,1.859,closed,1750,1781.667,1813.333,1845,1730,1700,1660,1610,1540,1450,1350,1190,,,,,,,,1920,11.429,28.571,51.429,80,120,171.429,228.571,320,,,,,,,,-97.143
0940,"03/24/2023, 12:35:24 PM","03/24/2023, 01:20:00 PM",LTC/USDT,,SHORT,10,91.7,0,1,2,1.69,100,25,0.423,0,0.423,closed,91.7,93.733,95.767,97.8,90.8,89.5,88,86.5,84.5,82,79,75,69,57,,,,,,101.4,9.815,23.991,40.349,56.707,78.517,105.78,138.495,182.116,247.546,378.408,,,,,,-105.78
0941,"03/25/2023, 06:38:53 PM","03/25/2023, 06:39:00 PM",BTC/USDT,,,10,27400,0,1,0,999.088,100,25,249.772,0,249.772,closed,27400,27940,28480,29020,27150,26900,26600,26200,25500,24500,23000,21200,20000,17800,,,,,,25,9.124,18.248,29.197,43.796,69.343,105.839,160.584,226.277,270.073,350.365,,,,,,-999.088
0942,"03/26/2023, 11:16:19 AM","03/26/2023, 11:17:00 AM",APE/USDT,,,3,3.636,0,3,8,-185.707,100,75,-139.28,0,-139.28,closed,3.4,3.647,3.893,4.14,10.2,9.1,8,7,6,5.3,4.9,4.6,4.4,4.26,,,,,,0.04,600,502.941,405.882,317.647,229.412,167.647,132.353,105.882,88.235,75.882,,,,,,-296.471
0944,"03/28/2023, 12:49:58 PM","04/01/2023, 11:02:00 PM",ONT/USDT,,,10,0.227,0,4,0,-75.83,100,100,-75.83,0,-75.83,closed,0.218,0.224,0.23,0.236,0.215,0.211,0.207,0.2,0.19,0.18,0.165,0.145,,,,,,,,0.244,13.761,32.11,50.459,82.569,128.44,174.312,243.119,334.862,,,,,,,,-119.266
0945,"03/29/2023, 02:53:44 PM","03/29/2023, 02:54:00 PM",ZEN/USDT,,,3,9.064,0,3,8,-278.782,100,75,-209.087,0,-209.087,closed,8.4,9.1,9.8,10.5,36.7,31,26,22,18,15,13.1,12.2,11.6,11.2,10.8,,,,,0.63,1010.714,807.143,628.571,485.714,342.857,235.714,167.857,135.714,114.286,100,85.714,,,,,-277.5
0946,"03/30/2023, 04:40:03 PM","04/17/2023, 04:20:00 PM",ALGO/USDT,,LONG,3,0.221,0,2,1,0.966,100,50,0.483,0,0.483,closed,0.228,0.214,0.2,0.186,0.235,0.243,0.253,0.265,0.28,0.31,0.35,0.4,0.47,0.59,73,,,,,0.167,9.211,19.737,32.895,48.684,68.421,107.895,160.526,226.316,318.421,476.316,95752.632,,,,,-80.263
0947,"04/01/2023, 08:51:47 PM","04/12/2023, 04:14:00 AM",REN/USDT,,LONG,3,0.103,0,2,1,0.965,100,50,0.483,0,0.483,closed,0.107,0.1,0.093,0.086,0.11,0.113,0.117,0.122,0.13,0.145,0.165,0.19,0.23,0.31,,,,,,0.078,8.451,18.31,29.577,43.662,66.197,108.451,164.789,235.211,347.887,573.239,,,,,,-81.408
0948,"04/02/2023, 01:00:44 PM","04/03/2023, 04:49:00 PM",BCH/USDT,,LONG,3,126,0,1,1,0.298,100,25,0.074,0,0.074,closed,126,118,110,102,128.5,132,137,145,160,180,205,230,260,310,385,,,,,92.6,5.952,14.286,26.19,45.238,80.952,128.571,188.095,247.619,319.048,438.095,616.667,,,,,-79.524
0949,"04/04/2023, 02:11:01 AM","04/13/2023, 11:12:00 AM",ETH/USDT,,SHORT,10,1864.099,0,4,0,-65.931,100,100,-65.931,0,-65.931,closed,1810,1846.667,1883.333,1920,1790,1770,1740,1700,1620,1500,1340,1190,,,,,,,,1987,11.05,22.099,38.674,60.773,104.972,171.271,259.669,342.541,,,,,,,,-97.79
0950,"04/04/2023, 05:38:04 PM","04/11/2023, 12:43:00 AM",LTC/USDT,,SHORT,10,93.473,0,2,2,2.646,100,50,1.323,0,1.323,closed,92.5,94.467,96.433,98.4,91.5,90.5,89,87,84,80,76,72,65,56,,,,,,101.9,10.811,21.622,37.838,59.459,91.892,135.135,178.378,221.622,297.297,394.595,,,,,,-101.622
0951,"04/05/2023, 10:12:17 PM","04/09/2023, 09:17:00 PM",BTC/USDT,,SHORT,10,28200,0,1,1,0.532,100,25,0.133,0,0.133,closed,28200,28766.667,29333.333,29900,27900,27600,27200,26700,26000,25000,23800,22200,20000,17800,,,,,,30930,10.638,21.277,35.461,53.191,78.014,113.475,156.028,212.766,290.78,368.794,,,,,,-96.809
0952,"04/06/2023, 06:02:35 PM","04/20/2023, 06:02:00 PM",THETA/USDT,,LONG,3,1.056,0,2,3,6.786,100,50,3.393,0,3.393,closed,1.09,1.023,0.957,0.89,1.12,1.16,1.21,1.28,1.38,1.5,1.7,2,2.35,2.8,3.55,,,,,0.795,8.257,19.266,33.028,52.294,79.817,112.844,167.89,250.459,346.789,470.642,677.064,,,,,-81.193
0953,"04/07/2023, 06:08:51 PM","04/12/2023, 04:17:00 AM",ETC/USDT,,LONG,3,20.6,0,1,2,1.456,100,25,0.364,0,0.364,closed,20.6,19.267,17.933,16.6,21.2,22,23,24.5,27,30,34,39,45,54,63,,,,,14.9,8.738,20.388,34.951,56.796,93.204,136.893,195.146,267.961,355.34,486.408,617.476,,,,,-83.01
0954,"04/08/2023, 06:37:18 PM","04/19/2023, 10:22:00 AM",DOT/USDT,,LONG,3,6.19,0,1,3,4.313,100,25,1.078,0,1.078,closed,6.19,5.83,5.47,5.11,6.37,6.57,6.8,7.2,7.7,8.7,10,13,17,23,,,,,,4.58,8.724,18.417,29.564,48.95,73.183,121.648,184.653,330.048,523.91,814.701,,,,,,-78.029
0955,"04/09/2023, 06:37:15 PM","04/14/2023, 05:35:00 AM",EOS/USDT,,SHORT,10,1.214,0,4,0,-66.335,100,100,-66.335,0,-66.335,closed,1.18,1.203,1.227,1.25,1.17,1.155,1.14,1.12,1.08,1.03,0.96,0.9,0.84,0.79,,,,,,1.295,8.475,21.186,33.898,50.847,84.746,127.119,186.441,237.288,288.136,330.508,,,,,,-97.458
0956,"04/10/2023, 06:22:41 PM","04/12/2023, 04:12:00 AM",ALGO/USDT,,LONG,3,0.215,0,1,1,0.419,100,25,0.105,0,0.105,closed,0.215,0.202,0.189,0.176,0.221,0.228,0.24,0.26,0.29,0.33,0.38,0.45,0.53,0.62,0.73,,,,,0.158,8.372,18.14,34.884,62.791,104.651,160.465,230.233,327.907,439.535,565.116,718.605,,,,,-79.535
0957,"04/11/2023, 08:58:50 PM","05/12/2023, 09:27:00 PM",MATIC/USDT,,LONG,3,1.003,0,4,0,-56.906,100,100,-56.906,0,-56.906,closed,1.12,1.047,0.973,0.9,1.23,1.35,1.5,1.7,1.95,2.3,2.7,3.2,3.75,,,,,,,0.813,29.464,61.607,101.786,155.357,222.321,316.071,423.214,557.143,704.464,,,,,,,-82.232
0958,"04/12/2023, 07:48:29 PM","04/14/2023, 06:49:00 PM",RUNE/USDT,,LONG,3,1.62,0,1,1,0.463,100,25,0.116,0,0.116,closed,1.62,1.517,1.413,1.31,1.67,1.83,1.92,2.05,2.2,2.4,2.8,3.3,3.8,4.75,5.95,,,,,1.18,9.259,38.889,55.556,79.63,107.407,144.444,218.519,311.111,403.704,579.63,801.852,,,,,-81.481
0959,"04/14/2023, 05:05:02 PM","04/17/2023, 05:45:00 PM",SOL/USDT,,LONG,3,24.5,0,1,2,1.347,100,25,0.337,0,0.337,closed,24.5,23,21.5,20,25.2,26,27,29,32,36,41,47,54,64,,,,,,18.15,8.571,18.367,30.612,55.102,91.837,140.816,202.041,275.51,361.224,483.673,,,,,,-77.755
0960,"04/15/2023, 01:00:25 PM","05/06/2023, 04:06:00 PM",NEAR/USDT,,LONG,3,2.183,0,4,0,-59.534,100,100,-59.534,0,-59.534,closed,2.41,2.267,2.123,1.98,2.48,2.6,2.73,3,3.35,3.8,4.5,5.5,6.6,7.8,9.1,,,,,1.75,8.714,23.651,39.834,73.444,117.012,173.029,260.166,384.647,521.577,670.954,832.78,,,,,-82.158
0961,"04/16/2023, 03:17:57 PM","04/18/2023, 03:32:00 AM",EGLD/USDT,,LONG,3,43.1,0,1,1,0.452,100,25,0.113,0,0.113,closed,43.1,40.467,37.833,35.2,44.4,46,48,51,54,59,65,75,87,110,146,,,,,31.62,9.049,20.186,34.107,54.988,75.87,110.673,152.436,222.042,305.568,465.661,716.241,,,,,-79.907
0962,"04/17/2023, 11:21:25 AM","05/08/2023, 07:59:00 PM",FLOW/USDT,,LONG,3,0.959,0,4,0,-60.579,100,100,-60.579,0,-60.579,closed,1.045,0.99,0.935,0.88,1.08,1.12,1.17,1.25,1.4,1.6,1.9,2.3,2.8,3.23,,,,,,0.765,10.048,21.531,35.885,58.852,101.914,159.33,245.455,360.287,503.828,627.273,,,,,,-80.383
0963,"04/17/2023, 03:18:39 PM","04/18/2023, 04:20:00 AM",BTC/USDT,,SHORT,10,29450,0,1,1,0.509,100,25,0.127,0,0.127,closed,29450,30073.333,30696.667,31320,29150,28800,28400,27800,26800,25000,22500,17800,,,,,,,,32385,10.187,22.071,35.654,56.027,89.983,151.104,235.993,395.586,,,,,,,,-99.66
0964,"04/18/2023, 04:43:59 PM","04/18/2023, 10:55:00 PM",ETH/USDT,,SHORT,10,2095,0,1,1,0.477,100,25,0.119,0,0.119,closed,2095,2138.333,2181.667,2225,2075,2050,2010,1950,1860,1750,1620,1450,1340,,,,,,,2304,9.547,21.48,40.573,69.212,112.172,164.678,226.73,307.876,360.382,,,,,,,-99.761
0965,"04/21/2023, 08:15:06 AM","04/21/2023, 08:16:00 AM",BLZ/USDT,,LONG,5,0,0,0,0,0,100,0,0,0,0,closed,0.076,0.074,0.072,0.071,0.078,0.079,0.081,0.09,0.097,0.105,0.115,0.125,,,,,,,,0.067,9.868,19.737,32.895,92.105,138.158,190.789,256.579,322.368,,,,,,,,-57.895
0967,"04/23/2023, 12:06:59 PM","04/26/2023, 09:39:00 PM",DOGE/USDT,,LONG,5,0.079,0,2,1,0.97,100,50,0.485,0,0.485,closed,0.08,0.077,0.075,0.072,0.082,0.084,0.086,0.089,0.094,0.1,0.11,0.125,0.15,0.17,,,,,,0.068,9.963,23.039,35.492,54.172,85.305,122.665,184.932,278.331,433.998,558.531,,,,,,-79.078
0968,"04/24/2023, 06:55:30 PM","04/26/2023, 09:48:00 PM",ALICE/USDT,,LONG,5,1.52,0,1,3,5.921,100,25,1.48,0,1.48,closed,1.52,1.46,1.4,1.34,1.55,1.59,1.65,1.72,1.82,2,2.2,2.55,,,,,,,,1.25,9.868,23.026,42.763,65.789,98.684,157.895,223.684,338.816,,,,,,,,-88.816
0969,"04/25/2023, 06:37:16 PM","04/26/2023, 09:42:00 PM",AXS/USDT,,LONG,5,7.74,0,1,3,4.845,100,25,1.211,0,1.211,closed,7.74,7.46,7.18,6.9,7.9,8.06,8.25,8.5,8.85,9.25,10,11,12.5,14.5,18,,,,,6.54,10.336,20.672,32.946,49.096,71.705,97.545,145.995,210.594,307.494,436.693,662.791,,,,,-77.519
0970,"04/26/2023, 01:13:13 PM","04/26/2023, 07:51:00 PM",ONT/USDT,,LONG,5,0.247,0,1,1,0.506,100,25,0.127,0,0.127,closed,0.247,0.238,0.23,0.221,0.252,0.26,0.27,0.29,0.32,0.34,0.37,0.41,0.46,,,,,,,0.209,10.121,26.316,46.559,87.045,147.773,188.259,248.988,329.96,431.174,,,,,,,-76.923
0971,"04/27/2023, 04:14:07 PM","04/28/2023, 06:31:00 PM",BCH/USDT,,LONG,5,117.5,0,1,1,0.532,100,25,0.133,0,0.133,closed,117.5,113,108.5,104,120,123,127,131,137,148,160,180,210,280,,,,,,97.5,10.638,23.404,40.426,57.447,82.979,129.787,180.851,265.957,393.617,691.489,,,,,,-85.106
0972,"04/28/2023, 03:38:11 PM","05/06/2023, 04:07:00 PM",XMR/USDT,,LONG,3,155,0,1,1,0.29,100,25,0.073,0,0.073,closed,155,148.667,142.333,136,158,162,167,173,181,190,210,232,254,288,,,,,,129.9,5.806,13.548,23.226,34.839,50.323,67.742,106.452,149.032,191.613,257.419,,,,,,-48.581
0973,"04/30/2023, 04:48:48 PM","05/08/2023, 03:44:00 AM",ZEN/USDT,,LONG,5,9.332,0,4,0,-52.079,100,100,-52.079,0,-52.079,closed,9.9,9.533,9.167,8.8,10.1,10.4,10.8,11.5,12.5,13.5,15,16.5,18,,,,,,,8.36,10.101,25.253,45.455,80.808,131.313,181.818,257.576,333.333,409.091,,,,,,,-77.778
0974,"05/01/2023, 09:44:14 PM","05/04/2023, 07:48:00 PM",FET/USDT,,LONG,5,0.312,0,2,1,0.874,100,50,0.437,0,0.437,closed,0.317,0.307,0.298,0.288,0.323,0.33,0.34,0.352,0.365,0.39,0.44,0.52,0.67,,,,,,,0.274,9.464,20.505,36.278,55.205,75.71,115.142,194.006,320.189,556.782,,,,,,,-67.823
0975,"05/02/2023, 03:21:30 PM","05/03/2023, 04:11:00 PM",CTSI/USDT,,LONG,5,0.212,0,1,2,1.651,100,25,0.413,0,0.413,closed,0.212,0.204,0.195,0.187,0.216,0.222,0.23,0.24,0.26,0.29,0.33,0.41,,,,,,,,0.177,9.434,23.585,42.453,66.038,113.208,183.962,278.302,466.981,,,,,,,,-82.547
0976,"05/03/2023, 10:25:56 PM","05/06/2023, 03:35:00 PM",XTZ/USDT,,LONG,5,0.99,0,1,1,0.505,100,25,0.126,0,0.126,closed,0.99,0.95,0.91,0.87,1.01,1.04,1.08,1.15,1.25,1.4,1.6,1.83,,,,,,,,0.82,10.101,25.253,45.455,80.808,131.313,207.071,308.081,424.242,,,,,,,,-85.859
0977,"05/04/2023, 05:25:35 PM","05/08/2023, 08:01:00 PM",MASK/USDT,,LONG,5,4.226,0,4,0,-57.478,100,100,-57.478,0,-57.478,closed,4.5,4.323,4.147,3.97,4.59,4.7,4.85,5.1,5.6,7.2,8,9.25,,,,,,,,3.74,10,22.222,38.889,66.667,122.222,300,388.889,527.778,,,,,,,,-84.444
0978,"05/05/2023, 06:45:55 PM","05/08/2023, 03:44:00 AM",GTC/USDT,,LONG,3,1.759,0,4,0,-53.588,100,100,-53.588,0,-53.588,closed,1.9,1.81,1.72,1.63,1.94,1.99,2.06,2.15,2.3,2.5,2.9,3.5,4.85,,,,,,,1.445,6.316,14.211,25.263,39.474,63.158,94.737,157.895,252.632,465.789,,,,,,,-71.842
0979,"05/06/2023, 05:19:51 PM","05/14/2023, 05:46:00 PM",LTC/USDT,,SHORT,10,83.292,0,2,4,15.34,100,50,7.67,-0,7.67,closed,82.5,84.1,85.7,87.3,81.7,80.5,79,77,74,70,65,60,54,48,,,,,,90.7,9.697,24.242,42.424,66.667,103.03,151.515,212.121,272.727,345.455,418.182,,,,,,-99.394
0980,"05/07/2023, 01:59:21 PM","05/29/2023, 12:02:00 AM",ETH/USDT,,SHORT,10,1900,0,1,4,13.947,100,25,3.487,0,3.487,closed,1900,1935,1970,2005,1880,1850,1810,1760,1700,1600,1480,1350,1230,,,,,,,2074.8,10.526,26.316,47.368,73.684,105.263,157.895,221.053,289.474,352.632,,,,,,,-92
0981,"05/08/2023, 10:32:27 AM","05/10/2023, 03:01:00 PM",APT/USDT,,SHORT,5,8.65,0,1,3,5.405,100,25,1.351,0,1.351,closed,8.65,8.96,9.27,9.58,8.48,8.25,8,7.6,7.1,6.5,5.7,4.7,,,,,,,,10.16,9.827,23.121,37.572,60.694,89.595,124.277,170.52,228.324,,,,,,,,-87.283
0982,"05/08/2023, 11:06:07 PM","05/10/2023, 07:15:00 PM",XLM/USDT,,SHORT,10,0.089,0,2,2,2.304,100,50,1.152,0,1.152,closed,0.088,0.089,0.091,0.092,0.087,0.086,0.085,0.083,0.08,0.076,0.07,0.065,,,,,,,,0.096,10.204,22.676,36.281,58.957,92.971,138.322,206.349,263.039,,,,,,,,-90.703
0983,"05/09/2023, 10:34:41 AM","05/10/2023, 07:15:00 PM",BTC/USDT,,SHORT,10,27827.571,0,2,1,0.948,100,50,0.474,0,0.474,closed,27570,28090,28610,29130,27300,27000,26600,26000,25200,24000,22500,21000,17900,,,,,,,30181,9.793,20.675,35.183,56.946,85.963,129.489,183.896,238.303,350.744,,,,,,,-94.704
0984,"05/10/2023, 05:53:51 PM","05/18/2023, 07:56:00 PM",ZIL/USDT,,LONG,5,0.024,0,3,1,1.581,100,75,1.186,0,1.186,closed,0.025,0.024,0.023,0.022,0.025,0.026,0.027,0.029,0.032,0.035,0.039,0.044,0.05,0.057,,,,,,0.02,10.163,24.39,48.78,89.431,150.407,211.382,292.683,394.309,516.26,658.537,,,,,,-87.398
0985,"05/11/2023, 06:35:46 PM","05/21/2023, 05:45:00 PM",ALGO/USDT,,LONG,5,0.161,0,2,2,2.616,100,50,1.308,0,1.308,closed,0.164,0.157,0.151,0.144,0.167,0.171,0.176,0.182,0.19,0.21,0.23,0.26,0.32,,,,,,,0.136,9.146,21.341,36.585,54.878,79.268,140.244,201.22,292.683,475.61,,,,,,,-85.366
0986,"05/12/2023, 09:18:41 AM","05/23/2023, 08:00:00 AM",KAVA/USDT,,LONG,5,0.888,0,1,8,174.887,100,25,43.722,0,43.722,closed,0.888,0.857,0.826,0.795,0.905,0.925,0.95,0.99,1.05,1.15,1.27,1.4,1.72,,,,,,,0.752,9.572,20.833,34.91,57.432,91.216,147.523,215.09,288.288,468.468,,,,,,,-76.577
0987,"05/13/2023, 03:49:21 PM","05/14/2023, 10:02:00 PM",FLOW/USDT,,LONG,5,0.745,0,1,1,0.503,100,25,0.126,0,0.126,closed,0.745,0.715,0.685,0.655,0.76,0.78,0.81,0.85,0.9,1,1.15,1.3,1.44,,,,,,,0.621,10.067,23.49,43.624,70.47,104.027,171.141,271.812,372.483,466.443,,,,,,,-83.221
0988,"05/14/2023, 04:09:25 PM","05/17/2023, 08:01:00 AM",ADA/USDT,,LONG,5,0.369,0,1,1,0.542,100,25,0.136,0,0.136,closed,0.369,0.355,0.341,0.327,0.377,0.387,0.4,0.42,0.44,0.47,0.51,0.57,0.68,,,,,,,0.312,10.84,24.39,42.005,69.106,96.206,136.856,191.057,272.358,421.409,,,,,,,-77.236
0989,"05/14/2023, 09:38:20 PM","05/18/2023, 07:55:00 PM",FTM/USDT,,LONG,5,0.366,0,1,3,4.713,100,25,1.178,0,1.178,closed,0.366,0.351,0.335,0.32,0.373,0.38,0.39,0.405,0.42,0.44,0.47,0.52,0.6,0.7,,,,,,0.306,9.563,19.126,32.787,53.279,73.77,101.093,142.077,210.383,319.672,456.284,,,,,,-81.967
0990,"05/15/2023, 10:07:33 AM","05/18/2023, 07:42:00 PM",STORJ/USDT,,LONG,5,0.311,0,1,1,0.482,100,25,0.121,0,0.121,closed,0.311,0.301,0.29,0.28,0.317,0.325,0.335,0.34,0.36,0.41,0.47,0.51,0.58,,,,,,,0.266,9.646,22.508,38.585,46.624,78.778,159.164,255.627,319.936,432.476,,,,,,,-72.347
0991,"05/15/2023, 08:34:54 PM","05/18/2023, 07:56:00 PM",CTK/USDT,,LONG,5,0.73,0,1,1,0.514,100,25,0.128,0,0.128,closed,0.73,0.703,0.677,0.65,0.745,0.76,0.78,0.81,0.85,0.91,1,1.12,1.25,1.46,,,,,,0.618,10.274,20.548,34.247,54.795,82.192,123.288,184.932,267.123,356.164,500,,,,,,-76.712
0992,"05/16/2023, 02:08:21 PM","05/17/2023, 10:24:00 PM",FIL/USDT,,LONG,5,4.43,0,1,2,1.411,100,25,0.353,0,0.353,closed,4.43,4.3,4.17,4.04,4.51,4.6,4.72,4.85,5.05,5.25,5.7,6.2,6.8,7.75,,,,,,3.82,9.029,19.187,32.731,47.404,69.977,92.551,143.341,199.774,267.494,374.718,,,,,,-68.849
0993,"05/16/2023, 08:32:34 PM","05/17/2023, 07:47:00 PM",BTC/USDT,,SHORT,10,27000,0,1,1,0.5,100,25,0.125,0,0.125,closed,27000,27466.667,27933.333,28400,26730,26400,26000,25500,24800,23600,22000,19800,,,,,,,,29414,10,22.222,37.037,55.556,81.481,125.926,185.185,266.667,,,,,,,,-89.407
0994,"05/17/2023, 01:37:57 PM","05/18/2023, 07:56:00 PM",LINA/USDT,,LONG,3,0.01,0,1,2,1.456,100,25,0.364,0,0.364,closed,0.01,0.01,0.01,0.009,0.011,0.011,0.012,0.012,0.014,0.016,0.018,0.02,,,,,,,,0.008,8.738,20.388,34.951,58.252,93.204,151.456,209.709,267.961,,,,,,,,-55.34
0995,"05/18/2023, 09:04:09 AM","06/05/2023, 05:59:00 PM",EOS/USDT,,LONG,5,0.856,0,4,1,1.956,100,100,1.956,0,1.956,closed,0.905,0.873,0.842,0.81,0.923,0.94,0.96,0.99,1.04,1.12,1.25,1.4,1.58,,,,,,,0.772,9.945,19.337,30.387,46.961,74.586,118.785,190.608,273.481,372.928,,,,,,,-73.481
0996,"05/18/2023, 05:28:38 PM","05/18/2023, 11:36:00 PM",LTC/USDT,,SHORT,20,91.79,0,2,3,7.69,100,50,3.845,0,3.845,closed,91.35,92.233,93.117,94,90.9,90.2,89.5,88.5,87,85,83,80.5,77,,,,,,,95.8,9.852,25.178,40.504,62.397,95.238,139.026,182.813,237.548,314.176,,,,,,,-97.427
0997,"05/19/2023, 09:28:37 AM","05/31/2023, 06:56:00 AM",ETC/USDT,,LONG,10,17.978,0,3,1,1.59,100,75,1.192,0,1.192,closed,18.35,17.983,17.617,17.25,18.55,18.8,19.1,19.5,20.2,21,22,23.4,25.4,,,,,,,16.58,10.899,24.523,40.872,62.67,100.817,144.414,198.91,275.204,384.196,,,,,,,-96.458
0998,"05/20/2023, 09:38:29 AM","05/21/2023, 08:15:00 AM",OP/USDT,,LONG,5,1.66,0,1,1,0.452,100,25,0.113,0,0.113,closed,1.66,1.61,1.56,1.51,1.69,1.72,1.76,1.81,1.87,2,2.2,2.45,2.79,,,,,,,1.45,9.036,18.072,30.12,45.181,63.253,102.41,162.651,237.952,340.361,,,,,,,-63.253
0999,"05/21/2023, 01:08:29 PM","05/24/2023, 03:52:00 PM",KLAY/USDT,,LONG,10,0.176,0,3,1,1.999,100,75,1.499,0,1.499,closed,0.179,0.176,0.173,0.17,0.183,0.188,0.194,0.2,0.207,0.215,0.225,0.235,0.245,,,,,,,0.165,22.346,50.279,83.799,117.318,156.425,201.117,256.983,312.849,368.715,,,,,,,-81.006
1000,"05/22/2023, 03:06:34 PM","05/22/2023, 04:09:00 PM",ZEN/USDT,,LONG,10,8.41,0,1,1,0.476,100,25,0.119,0,0.119,closed,8.41,8.243,8.077,7.91,8.49,8.6,8.75,8.95,9.2,9.45,9.8,10.5,11.7,,,,,,,7.67,9.512,22.592,40.428,64.209,93.936,123.662,165.279,248.514,391.201,,,,,,,-87.99
1001,"05/22/2023, 09:42:13 PM","05/24/2023, 05:36:00 AM",KLAY/USDT,,LONG,10,0.179,0,1,3,4.05,100,25,1.013,0,1.013,closed,0.179,0.175,0.171,0.168,0.181,0.182,0.184,0.187,0.192,0.199,0.21,0.225,0.245,,,,,,,0.162,8.38,16.76,27.933,44.693,72.626,111.732,173.184,256.983,368.715,,,,,,,-94.972
1002,"05/23/2023, 07:40:20 AM","05/31/2023, 06:48:00 AM",DOT/USDT,,LONG,10,5.309,0,3,2,3.414,100,75,2.561,0,2.561,closed,5.41,5.31,5.21,5.11,5.46,5.52,5.6,5.82,6,6.2,6.5,6.8,7.15,7.65,,,,,,4.93,9.242,20.333,35.12,75.786,109.057,146.026,201.479,256.932,321.627,414.048,,,,,,-88.725
1003,"05/23/2023, 11:35:22 AM","05/23/2023, 01:29:00 PM",CFX/USDT,,SHORT,10,0.322,0,1,1,0.621,100,25,0.155,0,0.155,closed,0.322,0.328,0.335,0.341,0.318,0.313,0.307,0.3,0.29,0.28,0.265,0.25,0.228,,,,,,,0.352,12.422,27.95,46.584,68.323,99.379,130.435,177.019,223.602,291.925,,,,,,,-93.168
1004,"05/24/2023, 10:29:05 AM","06/05/2023, 05:58:00 PM",TRB/USDT,,LONG,5,12.033,0,4,0,-49.587,100,100,-49.587,0,-49.587,closed,12.65,12.25,11.85,11.45,12.9,13.2,13.6,14.2,15,16,17.5,19,21,,,,,,,10.84,9.881,21.739,37.549,61.265,92.885,132.411,191.7,250.988,330.04,,,,,,,-71.542
1005,"05/25/2023, 10:45:50 AM","06/05/2023, 05:59:00 PM",MASK/USDT,,LONG,5,3.994,0,1,3,10.165,100,25,2.541,0,2.541,closed,3.994,3.829,3.665,3.5,4.1,4.3,4.6,4.9,5.3,5.8,6.5,7,7.5,8,9,,,,,3.435,13.27,38.307,75.864,113.42,163.495,226.089,313.721,376.314,438.908,501.502,626.69,,,,,-69.98
1006,"05/25/2023, 02:39:31 PM","05/29/2023, 05:37:00 PM",APE/USDT,,LONG,10,3.225,0,2,1,1.169,100,50,0.584,0,0.584,closed,3.26,3.19,3.12,3.05,3.3,3.35,3.42,3.5,3.6,3.8,4.1,4.4,4.8,5.35,,,,,,2.95,12.27,27.607,49.08,73.62,104.294,165.644,257.669,349.693,472.393,641.104,,,,,,-95.092
