signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,TP Pot. Profit 9,TP Pot. Profit 10,TP Pot. Profit 11,potentialLoss
NKN/USDT:LONG:0.104,"05/06/2023, 12:16:42 AM","05/08/2023, 03:27:00 AM",NKN/USDT,,LONG,10,0.108,0,4,0,-36.854,100,100,-36.854,0,-36.854,closed,0.11,0.109,0.107,0.106,0.112,0.114,0.116,0.118,0.122,0.127,0.132,0.138,0.144,0.15,,0.104,18.182,36.364,54.545,72.727,109.091,154.545,200,254.545,309.091,363.636,,-54.545
THETA/USDT:SHORT:0.98,"05/06/2023, 06:40:03 PM","06/05/2023, 05:57:00 PM",THETA/USDT,,SHORT,10,0.955,0,4,7,90.03,100,100,90.03,0,90.03,closed,0.946,0.952,0.959,0.965,0.93,0.915,0.896,0.88,0.845,0.82,0.8,,,,,0.98,16.913,32.77,52.854,69.767,106.765,133.192,154.334,,,,,-35.941
CHZ/USDT:SHORT:0.13,"05/06/2023, 09:42:50 PM","05/10/2023, 07:15:00 PM",CHZ/USDT,,SHORT,10,0.126,0,3,7,87.263,100,75,65.447,0,65.447,closed,0.125,0.126,0.127,0.128,0.123,0.121,0.119,0.117,0.112,0.108,0.105,,,,,0.13,16,32,48,64,104,136,160,,,,,-40
CFX/USDT:SHORT:0.32,"05/06/2023, 10:10:13 PM","05/07/2023, 11:31:00 AM",CFX/USDT,,SHORT,10,0.295,0,1,1,2.542,100,25,0.636,0,0.636,closed,0.295,0.3,0.305,0.31,0.289,0.284,0.278,0.273,0.26,0.25,0.24,0.22,,,,0.32,20.339,37.288,57.627,74.576,118.644,152.542,186.441,254.237,,,,-84.746
SOL/USDT:SHORT:22.2,"05/08/2023, 09:52:26 AM","05/10/2023, 02:30:00 PM",SOL/USDT,,SHORT,10,21.216,0,2,2,9.616,100,50,4.808,0,4.808,closed,21.1,21.333,21.567,21.8,20.6,20.2,19.8,19.4,18.7,18,17.2,16.5,,,,22.2,23.697,42.654,61.611,80.569,113.744,146.919,184.834,218.009,,,,-52.133
SFP/USDT:SHORT:0.46,"05/09/2023, 08:57:22 AM","05/10/2023, 02:55:00 PM",SFP/USDT,,SHORT,10,0.409,0,1,1,2.689,100,25,0.672,0,0.672,closed,0.409,0.419,0.43,0.44,0.398,0.39,0.382,0.374,0.359,0.344,0.33,0.317,0.301,0.286,,0.46,26.895,46.455,66.015,85.575,122.249,158.924,193.154,224.939,264.059,300.733,,-124.694
BAL/USDT:SHORT:6.4,"05/09/2023, 09:29:17 AM","05/10/2023, 02:31:00 PM",BAL/USDT,,SHORT,10,5.78,0,1,1,2.249,100,25,0.562,0,0.562,closed,5.78,5.853,5.927,6,5.65,5.54,5.4,5.3,5.05,4.85,4.6,4.34,3.9,3.5,,6.4,22.491,41.522,65.744,83.045,126.298,160.9,204.152,249.135,325.26,394.464,,-107.266
IOTX/USDT:SHORT:0.025,"05/10/2023, 11:03:40 PM","05/11/2023, 12:23:00 AM",IOTX/USDT,,SHORT,10,0.023,0,1,1,0.877,100,25,0.219,0,0.219,closed,0.023,0.095,0.168,0.24,0.023,0.022,0.022,0.021,0.02,0.019,0.018,0.018,0.016,0.014,,0.025,8.772,26.316,43.86,70.175,114.035,157.895,192.982,228.07,298.246,385.965,,-96.491
ARPA/USDT:LONG:0.042,"05/11/2023, 01:37:58 PM","05/12/2023, 05:12:00 PM",ARPA/USDT,,LONG,10,0.046,0,3,8,144.66,100,75,108.495,0,108.495,closed,0.047,0.046,0.045,0.044,0.048,0.049,0.05,0.051,0.053,0.055,0.057,0.058,,,,0.042,23.454,44.776,66.098,87.42,130.064,172.708,204.691,236.674,,,,-104.478
HBAR/USDT:SHORT:0.057,"05/12/2023, 09:21:37 AM","05/27/2023, 12:37:00 AM",HBAR/USDT,,SHORT,10,0.052,0,3,1,4.536,100,75,3.402,0,3.402,closed,0.051,0.052,0.053,0.054,0.05,0.049,0.048,0.047,0.045,0.043,0.041,0.039,0.034,0.03,,0.057,25.591,45.276,64.961,84.646,124.016,163.386,202.756,242.126,330.709,409.449,,-122.047
BNB/USDT:SHORT:330,"05/12/2023, 09:24:28 AM","06/10/2023, 06:24:00 AM",BNB/USDT,,SHORT,10,307.922,0,3,8,131.274,100,75,98.455,0,98.455,closed,302,308,314,320,296,290,284,278,266,254,242,230,,,,330,19.868,39.735,59.603,79.47,119.205,158.94,198.675,238.411,,,,-92.715
FTM/USDT:LONG:0.355,"05/14/2023, 12:06:56 PM","05/18/2023, 07:55:00 PM",FTM/USDT,,LONG,10,0.366,0,4,3,21.107,100,100,21.107,0,21.107,closed,0.37,0.367,0.365,0.362,0.378,0.384,0.39,0.396,0.408,0.422,0.44,,,,,0.355,21.622,37.838,54.054,70.27,102.703,140.541,189.189,,,,,-40.541
PEOPLE/USDT:SHORT:0.019,"05/14/2023, 01:01:24 PM",,PEOPLE/USDT,,SHORT,10,0.017,0,4,9,180.066,100,100,153.708,26.357,180.066,open,0.017,0.017,0.017,0.018,0.016,0.016,0.016,0.015,0.015,0.014,0.013,0.013,0.011,0.01,,0.019,18.182,36.364,54.545,72.727,115.152,163.636,200,236.364,309.091,393.939,,-151.515
STORJ/USDT:LONG:0.2959,"05/15/2023, 08:28:57 AM","05/16/2023, 02:41:00 AM",STORJ/USDT,,LONG,10,0.309,0,1,1,1.618,100,25,0.405,0,0.405,closed,0.309,0.306,0.303,0.3,0.312,0.318,0.324,0.332,0.345,0.36,,,,,,0.296,9.709,29.126,48.544,74.434,116.505,165.049,,,,,,-42.395
OCEAN/USDT:LONG:0.336,"05/15/2023, 11:46:25 AM","05/15/2023, 02:00:00 PM",OCEAN/USDT,,LONG,10,0.341,0,4,0,-16.095,100,100,-16.095,0,-16.095,closed,0.343,0.342,0.341,0.34,0.35,0.358,0.364,0.37,0.385,0.4,,,,,,0.336,20.408,43.732,61.224,78.717,122.449,166.181,,,,,,-20.408
LINA/USDT:LONG:0.0093,"05/15/2023, 01:37:50 PM","05/21/2023, 11:05:00 PM",LINA/USDT,,LONG,10,0.01,0,4,4,34.045,100,100,34.045,0,34.045,closed,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.012,0.012,0.013,,,,0.009,20.202,40.404,60.606,85.859,131.313,171.717,212.121,262.626,,,,-60.606
WOO/USDT:SHORT:0.24,"05/20/2023, 11:59:36 AM","05/29/2023, 03:25:00 PM",WOO/USDT,,SHORT,10,0.23,0,3,5,39.316,100,75,29.487,0,29.487,closed,0.227,0.23,0.232,0.235,0.224,0.22,0.216,0.212,0.204,0.196,0.188,0.18,,,,0.24,13.216,30.837,48.458,66.079,101.322,136.564,171.806,207.048,,,,-57.269
DOT/USDT:LONG:5.2,"05/20/2023, 05:53:40 PM","05/24/2023, 03:52:00 PM",DOT/USDT,,LONG,10,5.365,0,4,0,-30.676,100,100,-30.676,0,-30.676,closed,5.43,5.387,5.343,5.3,5.54,5.64,5.76,5.9,6.05,6.2,,,,,,5.2,20.258,38.674,60.773,86.556,114.18,141.805,,,,,,-42.357
KLAY/USDT:LONG:0.172,"05/20/2023, 09:58:47 PM","05/24/2023, 03:52:00 PM",KLAY/USDT,,LONG,10,0.178,0,4,1,4.694,100,100,4.694,0,4.694,closed,0.18,0.179,0.177,0.176,0.183,0.187,0.191,0.195,0.202,0.21,,,,,,0.172,16.667,38.889,61.111,83.333,122.222,166.667,,,,,,-44.444
FTM/USDT:SHORT:0.375,"05/21/2023, 07:42:49 PM","05/22/2023, 03:42:00 PM",FTM/USDT,,SHORT,10,0.363,0,2,1,3.668,100,50,1.834,0,1.834,closed,0.362,0.365,0.367,0.37,0.354,0.346,0.338,0.33,0.315,0.3,0.29,,,,,0.375,22.099,44.199,66.298,88.398,129.834,171.271,198.895,,,,,-35.912
ENS/USDT:SHORT:10.5,"05/21/2023, 08:43:11 PM","05/26/2023, 04:20:00 PM",ENS/USDT,,SHORT,10,10.169,0,4,2,13.179,100,100,13.179,-0,13.179,closed,10.04,10.127,10.213,10.3,9.8,9.6,9.4,9.2,8.8,8.5,8.2,,,,,10.5,23.904,43.825,63.745,83.665,123.506,153.386,183.267,,,,,-45.817
BCH/USDT:SHORT:117.5,"05/22/2023, 08:53:58 AM","05/29/2023, 12:00:00 AM",BCH/USDT,,SHORT,10,114.995,0,4,2,9.926,100,100,9.926,0,9.926,closed,114,114.667,115.333,116,112,110,108,106,102,99,96,,,,,117.5,17.544,35.088,52.632,70.175,105.263,131.579,157.895,,,,,-30.702
EGLD/USDT:SHORT:39,"05/22/2023, 09:10:24 AM","05/28/2023, 11:14:00 AM",EGLD/USDT,,SHORT,10,36.498,0,2,1,3.037,100,50,1.518,0,1.518,closed,36.2,36.8,37.4,38,35.5,34.8,34.2,33.6,32.2,31,29.5,28,26,,,39,19.337,38.674,55.249,71.823,110.497,143.646,185.083,226.519,281.768,,,-77.348
CFX/USDT:LONG:0.285,"05/22/2023, 10:01:04 PM","05/23/2023, 12:04:00 AM",CFX/USDT,,LONG,10,0.323,0,1,1,2.709,100,25,0.677,0,0.677,closed,0.323,0.317,0.311,0.305,0.33,0.336,0.344,0.352,0.366,0.38,0.4,0.42,,,,0.285,21.672,40.248,65.015,89.783,133.127,176.471,238.39,300.31,,,,-117.647
TRB/USDT:LONG:11.9,"05/23/2023, 12:54:40 PM","05/24/2023, 03:51:00 PM",TRB/USDT,,LONG,10,12.45,0,2,1,4.688,100,50,2.344,0,2.344,closed,12.5,12.4,12.3,12.2,12.8,13.1,13.3,13.6,14,14.5,,,,,,11.9,24,48,64,88,120,160,,,,,,-48
JASMY/USDT:SHORT:0.005,"05/24/2023, 11:16:01 AM","05/24/2023, 03:50:00 PM",JASMY/USDT,,SHORT,10,0,0,0,0,0,100,0,0,0,0,closed,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,,,,,0.005,23.109,44.118,65.126,86.134,117.647,159.664,201.681,,,,,-50.42
SNX/USDT:LONG:2.34,"05/24/2023, 02:23:34 PM","05/25/2023, 03:23:00 AM",SNX/USDT,,LONG,10,2.474,0,4,0,-54.286,100,100,-54.286,0,-54.286,closed,2.53,2.493,2.457,2.42,2.56,2.62,2.66,2.7,2.8,2.9,3,3.1,,,,2.34,11.858,35.573,51.383,67.194,106.719,146.245,185.771,225.296,,,,-75.099
GTC/USDT:SHORT:1.44,"05/24/2023, 07:16:28 PM","05/28/2023, 02:57:00 AM",GTC/USDT,,SHORT,10,1.38,0,4,0,-43.6,100,100,-43.6,0,-43.6,closed,1.36,1.373,1.387,1.4,1.33,1.3,1.27,1.24,1.19,1.15,,,,,,1.44,22.059,44.118,66.176,88.235,125,154.412,,,,,,-58.824
AGIX/USDT:SHORT:0.275,"05/24/2023, 10:14:14 PM","05/25/2023, 02:05:00 PM",AGIX/USDT,,SHORT,10,0.26,0,4,1,5.735,100,100,5.735,0,5.735,closed,0.256,0.259,0.262,0.265,0.25,0.244,0.24,0.234,0.224,0.216,0.21,,,,,0.275,23.438,46.875,62.5,85.937,125,156.25,179.688,,,,,-74.219
CHZ/USDT:SHORT:0.11,"05/25/2023, 10:11:55 PM","05/26/2023, 01:48:00 PM",CHZ/USDT,,SHORT,10,0.1,0,1,1,2.222,100,25,0.556,0,0.556,closed,0.1,0.102,0.104,0.106,0.098,0.096,0.094,0.092,0.088,0.084,0.08,0.076,0.07,,,0.11,20,40,60,80,120,160,200,240,300,,,-100
BNB/USDT:SHORT:330,"05/26/2023, 06:54:57 AM","06/12/2023, 10:19:00 AM",BNB/USDT,,SHORT,10,308.935,0,4,8,148.689,100,100,148.689,-0,148.689,closed,303,307,311,315,298,290,283,275,260,245,233,220,,,,330,16.502,42.904,66.007,92.409,141.914,191.419,231.023,273.927,,,,-89.109
XRP/USDT:LONG:0.43,"05/27/2023, 12:34:04 PM","06/10/2023, 07:51:00 AM",XRP/USDT,,LONG,10,0.473,0,1,5,52.028,100,25,13.007,0,13.007,closed,0.473,0.465,0.458,0.45,0.48,0.49,0.5,0.51,0.53,0.56,,,,,,0.43,15.873,37.037,58.201,79.365,121.693,185.185,,,,,,-89.947
LINA/USDT:LONG:0.011,"05/27/2023, 08:46:19 PM","05/29/2023, 12:04:00 AM",LINA/USDT,,LONG,10,0.013,0,1,7,123.429,100,25,30.857,-0,30.857,closed,0.013,0.012,0.012,0.012,0.013,0.013,0.013,0.014,0.014,0.015,0.016,,,,,0.011,24,48,72,96,144,200,280,,,,,-120
TRX/USDT:LONG:0.0754,"05/27/2023, 09:48:54 PM","05/28/2023, 06:20:00 PM",TRX/USDT,,LONG,10,0.077,0,1,1,2.825,100,25,0.706,0,0.706,closed,0.077,0.076,0.076,0.076,0.078,0.08,0.081,0.082,0.085,0.088,,,,,,0.075,16.949,37.81,56.063,74.316,108.214,147.327,,,,,,-16.949
FIL/USDT:LONG:4.4,"05/27/2023, 10:20:50 PM","06/05/2023, 05:26:00 PM",FIL/USDT,,LONG,10,4.482,0,2,5,46.551,100,50,23.275,0,23.275,closed,4.49,4.473,4.457,4.44,4.56,4.64,4.72,4.8,4.94,5.1,,,,,,4.4,15.59,33.408,51.225,69.042,100.223,135.857,,,,,,-20.045
ROSE/USDT:LONG:0.05,"05/28/2023, 12:39:48 PM","05/29/2023, 05:29:00 PM",ROSE/USDT,,LONG,10,0.052,0,1,1,3.193,100,25,0.798,0,0.798,closed,0.052,0.052,0.051,0.051,0.053,0.054,0.055,0.056,0.058,0.06,,,,,,0.05,19.157,38.314,57.471,80.46,111.111,149.425,,,,,,-42.146
NEO/USDT:LONG:9.8,"05/28/2023, 09:46:13 PM","05/29/2023, 07:04:00 PM",NEO/USDT,,LONG,10,10.7,0,1,3,16.689,100,25,4.172,0,4.172,closed,10.7,10.533,10.367,10.2,10.9,11.15,11.3,11.6,12,12.5,13,,,,,9.8,18.692,42.056,56.075,84.112,121.495,168.224,214.953,,,,,-84.112
TRB/USDT:SHORT:12.5,"05/28/2023, 10:11:43 PM","06/05/2023, 06:03:00 PM",TRB/USDT,,SHORT,10,12.149,0,4,6,90.458,100,100,90.458,0,90.458,closed,12,12.1,12.2,12.3,11.8,11.5,11.2,10.9,10.6,10.3,,,,,,12.5,16.667,41.667,66.667,91.667,116.667,141.667,,,,,,-41.667
LTC/USDT:LONG:90,"05/30/2023, 02:18:59 PM","05/31/2023, 06:48:00 AM",LTC/USDT,,LONG,10,91.994,0,4,0,-21.675,100,100,-21.675,0,-21.675,closed,93,92.333,91.667,91,94.8,96.6,98.5,100.5,103,106,,,,,,90,19.355,38.71,59.14,80.645,107.527,139.785,,,,,,-32.258
DYDX/USDT:LONG:2.04,"05/30/2023, 07:29:25 PM","05/31/2023, 06:18:00 AM",DYDX/USDT,,LONG,10,2.113,0,2,1,3.682,100,50,1.841,0,1.841,closed,2.12,2.107,2.093,2.08,2.16,2.2,2.24,2.3,2.4,2.5,,,,,,2.04,18.868,37.736,56.604,84.906,132.075,179.245,,,,,,-37.736
RLC/USDT:SHORT:1.6,"05/31/2023, 10:30:02 AM","06/01/2023, 06:55:00 PM",RLC/USDT,,SHORT,10,1.53,0,1,1,2.801,100,25,0.7,0,0.7,closed,1.53,1.547,1.563,1.58,1.5,1.47,1.44,1.4,1.34,1.29,1.25,,,,,1.6,19.608,39.216,58.824,84.967,124.183,156.863,183.007,,,,,-45.752
APT/USDT:LONG:8.4,"06/04/2023, 11:16:55 AM","06/05/2023, 02:42:00 AM",APT/USDT,,LONG,10,9.03,0,1,2,9.967,100,25,2.492,0,2.492,closed,9.03,8.92,8.81,8.7,9.2,9.4,9.6,9.8,10,10.2,,,,,,8.4,18.826,40.975,63.123,85.271,107.42,129.568,,,,,,-69.767
ANT/USDT:LONG:3.4,"06/04/2023, 11:32:44 AM","06/05/2023, 05:57:00 PM",ANT/USDT,,LONG,10,3.619,0,4,0,-60.578,100,100,-60.578,0,-60.578,closed,3.69,3.643,3.597,3.55,3.76,3.82,3.88,3.96,4.15,4.3,4.5,4.8,,,,3.4,18.97,35.23,51.491,73.171,124.661,165.312,219.512,300.813,,,,-78.591
OCEAN/USDT:LONG:0.37,"06/04/2023, 12:05:56 PM","06/05/2023, 05:56:00 PM",OCEAN/USDT,,LONG,10,0.403,0,4,0,-81.355,100,100,-81.355,0,-81.355,closed,0.416,0.407,0.399,0.39,0.435,0.445,0.455,0.465,0.485,0.505,0.53,0.55,,,,0.37,45.673,69.712,93.75,117.788,165.865,213.942,274.038,322.115,,,,-110.577
SAND/USDT:LONG:0.52,"06/05/2023, 08:42:13 AM","06/05/2023, 08:39:00 PM",SAND/USDT,,LONG,10,0.581,0,4,0,-105.081,100,100,-105.081,0,-105.081,closed,0.603,0.589,0.574,0.56,0.62,0.635,0.65,0.665,0.7,0.73,0.76,0.8,0.84,0.9,,0.52,28.192,53.068,77.944,102.819,160.862,210.614,260.365,326.7,393.035,492.537,,-137.645
ETC/USDT:SHORT:18.6,"06/06/2023, 03:14:01 PM","06/22/2023, 03:42:00 AM",ETC/USDT,,SHORT,10,17.289,0,3,8,121.52,100,75,91.14,0,91.14,closed,16.94,17.293,17.647,18,16.6,16.2,15.9,15.6,14.9,14.2,13.4,12.6,12,,,18.6,20.071,43.684,61.393,79.103,120.425,161.747,208.973,256.198,291.617,,,-97.993
BAND/USDT:SHORT:1.5,"06/06/2023, 03:38:32 PM","06/25/2023, 04:33:00 AM",BAND/USDT,,SHORT,10,1.287,0,2,8,110.857,100,50,55.429,0,55.429,closed,1.265,1.31,1.355,1.4,1.24,1.21,1.18,1.15,1.1,1.05,1,0.94,0.86,0.8,,1.5,19.763,43.478,67.194,90.909,130.435,169.96,209.486,256.917,320.158,367.589,,-185.771
OCEAN/USDT:SHORT:0.365,"06/07/2023, 07:24:16 PM","06/08/2023, 10:47:00 AM",OCEAN/USDT,,SHORT,10,0.339,0,1,1,2.581,100,25,0.645,0,0.645,closed,0.339,0.344,0.35,0.355,0.332,0.324,0.318,0.312,0.3,0.29,0.28,0.27,,,,0.365,20.649,44.248,61.947,79.646,115.044,144.543,174.041,203.54,,,,-76.696
QTUM/USDT:SHORT:2.65,"06/08/2023, 09:11:06 AM","06/23/2023, 03:11:00 PM",QTUM/USDT,,SHORT,10,2.375,0,2,7,68.262,100,50,34.131,0,34.131,closed,2.35,2.4,2.45,2.5,2.3,2.26,2.2,2.14,2.06,1.98,1.9,1.8,1.65,1.5,1.4,2.65,21.277,38.298,63.83,89.362,123.404,157.447,191.489,234.043,297.872,361.702,404.255,-127.66
NKN/USDT:SHORT:0.115,"06/09/2023, 10:04:52 AM","06/10/2023, 06:25:00 AM",NKN/USDT,,SHORT,10,0.104,0,2,8,129.589,100,50,64.795,-0,64.795,closed,0.103,0.106,0.108,0.11,0.1,0.098,0.096,0.094,0.09,0.086,0.083,0.08,,,,0.115,31.946,51.307,70.668,90.029,128.751,167.473,196.515,225.557,,,,-113.262
CTSI/USDT:SHORT:0.164,"06/09/2023, 10:31:05 AM","06/10/2023, 06:26:00 AM",CTSI/USDT,,SHORT,10,0.151,0,3,8,136.158,100,75,102.119,0,102.119,closed,0.148,0.151,0.153,0.156,0.144,0.141,0.138,0.135,0.13,0.125,0.118,0.11,,,,0.164,27.027,47.297,67.568,87.838,121.622,155.405,202.703,256.757,,,,-108.108
OP/USDT:SHORT:1.365,"06/09/2023, 11:52:13 PM","06/10/2023, 06:21:00 AM",OP/USDT,,SHORT,10,1.334,0,1,7,82.245,100,25,20.561,0,20.561,closed,1.334,1.339,1.345,1.35,1.31,1.28,1.25,1.22,1.2,1.17,1.14,,,,,1.365,17.991,40.48,62.969,85.457,100.45,122.939,145.427,,,,,-23.238
CHR/USDT:SHORT:0.138,"06/11/2023, 09:21:28 AM","06/17/2023, 07:41:00 AM",CHR/USDT,,SHORT,10,0.12,0,2,3,16.733,100,50,8.366,0,8.366,closed,0.119,0.122,0.126,0.13,0.116,0.113,0.11,0.107,0.102,0.096,0.09,0.082,0.074,0.068,0.06,0.138,21.097,46.414,71.73,97.046,139.241,189.873,240.506,308.017,375.527,426.16,493.671,-164.557
WOO/USDT:SHORT:0.176,"06/12/2023, 08:57:49 PM","06/15/2023, 09:14:00 PM",WOO/USDT,,SHORT,10,0.17,0,4,4,34.693,100,100,34.693,0,34.693,closed,0.168,0.169,0.171,0.172,0.164,0.161,0.158,0.155,0.15,0.145,0.14,,,,,0.176,21.772,39.666,57.56,75.455,105.279,135.103,164.927,,,,,-49.806
BCH/USDT:SHORT:114,"06/14/2023, 10:50:42 PM","06/21/2023, 07:15:00 AM",BCH/USDT,,SHORT,10,104.694,0,4,0,-88.888,100,100,-88.888,0,-88.888,closed,101.5,103.667,105.833,108,99,97,95,93,89,85,81,78,74,70,,114,24.631,44.335,64.039,83.744,123.153,162.562,201.97,231.527,270.936,310.345,,-123.153
LINK/USDT:SHORT:6,"06/14/2023, 11:54:23 PM","06/21/2023, 03:03:00 AM",LINK/USDT,,SHORT,10,5.308,0,2,1,3.913,100,50,1.957,0,1.957,closed,5.25,5.367,5.483,5.6,5.1,4.95,4.85,4.75,4.55,4.4,4.2,4,3.75,3.5,,6,28.571,57.143,76.19,95.238,133.333,161.905,200,238.095,285.714,333.333,,-142.857
KAVA/USDT:SHORT:0.84,"06/16/2023, 02:32:05 PM","06/20/2023, 08:47:00 PM",KAVA/USDT,,SHORT,10,0.771,0,4,0,-89.615,100,100,-89.615,0,-89.615,closed,0.743,0.762,0.781,0.8,0.725,0.71,0.695,0.68,0.65,0.62,0.59,0.56,0.5,0.44,0.4,0.84,24.226,44.415,64.603,84.791,125.168,165.545,205.922,246.299,327.052,407.806,461.642,-130.552
LINA/USDT:LONG:0.0136,"06/17/2023, 07:07:06 PM","06/18/2023, 11:05:00 AM",LINA/USDT,,LONG,10,0.014,0,4,0,-51.951,100,100,-51.951,0,-51.951,closed,0.015,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.018,0.018,0.019,,,,0.014,20.408,47.619,74.83,102.041,142.857,197.279,238.095,292.517,,,,-74.83
MKR/USDT:LONG:630,"06/19/2023, 11:43:24 AM","06/24/2023, 05:31:00 PM",MKR/USDT,,LONG,10,692.5,0,1,4,25.672,100,25,6.418,0,6.418,closed,692.5,681.667,670.833,660,710,724,740,756,780,805,840,870,920,,,630,25.271,45.487,68.592,91.697,126.354,162.455,212.996,256.318,328.52,,,-90.253
FIL/USDT:SHORT:3.8,"06/19/2023, 11:55:25 AM","06/19/2023, 08:04:00 PM",FIL/USDT,,SHORT,10,3.665,0,1,1,3.313,100,25,0.828,0,0.828,closed,3.665,3.693,3.722,3.75,3.58,3.52,3.44,3.38,3.25,3.14,3,,,,,3.8,23.192,39.563,61.392,77.763,113.233,143.247,181.446,,,,,-36.835
REN/USDT:LONG:0.0526,"06/19/2023, 10:22:47 PM","06/20/2023, 03:59:00 PM",REN/USDT,,LONG,10,0.054,0,4,0,-26.771,100,100,-26.771,0,-26.771,closed,0.055,0.054,0.054,0.054,0.056,0.057,0.058,0.059,0.061,0.063,0.065,0.066,,,,0.053,16.484,34.799,62.271,80.586,117.216,153.846,181.319,208.791,,,,-36.63
AUDIO/USDT:SHORT:0.178,"06/20/2023, 02:00:02 PM","06/20/2023, 07:02:00 PM",AUDIO/USDT,,SHORT,10,0.169,0,1,1,2.219,100,25,0.555,0,0.555,closed,0.169,0.171,0.172,0.174,0.166,0.162,0.158,0.155,0.15,0.145,0.138,0.13,,,,0.178,17.751,41.42,65.089,82.84,112.426,142.012,183.432,230.769,,,,-53.254
SFP/USDT:LONG:0.4,"06/20/2023, 07:30:23 PM","06/22/2023, 06:42:00 PM",SFP/USDT,,LONG,10,0.462,0,1,5,48.348,100,25,12.087,0,12.087,closed,0.462,0.451,0.441,0.43,0.475,0.485,0.495,0.505,0.526,0.55,0.575,0.6,,,,0.4,29.252,50.921,72.589,94.258,139.762,191.766,245.937,300.108,,,,-133.261
ANKR/USDT:LONG:0.02,"06/20/2023, 09:43:10 PM","06/24/2023, 04:12:00 AM",ANKR/USDT,,LONG,10,0.021,0,1,7,97.744,100,25,24.436,0,24.436,closed,0.021,0.021,0.021,0.02,0.021,0.022,0.022,0.023,0.023,0.024,0.025,,,,,0.02,23.923,43.062,62.201,81.34,119.617,157.895,196.172,,,,,-43.062
COMP/USDT:LONG:28.4,"06/21/2023, 08:14:56 PM","06/22/2023, 04:32:00 PM",COMP/USDT,,LONG,10,29.55,0,1,2,7.252,100,25,1.813,0,1.813,closed,29.55,29.3,29.05,28.8,30,30.6,31.2,31.8,33,34,35,,,,,28.4,15.228,35.533,55.838,76.142,116.751,150.592,184.433,,,,,-38.917
GTC/USDT:LONG:0.96,"06/22/2023, 09:28:41 PM","06/28/2023, 09:34:00 AM",GTC/USDT,,LONG,10,1.086,0,1,4,20.81,100,25,5.203,0,5.203,closed,1.086,1.064,1.042,1.02,1.11,1.13,1.15,1.18,1.22,1.27,1.32,1.38,1.48,1.6,,0.96,22.099,40.516,58.932,86.556,123.389,169.429,215.47,270.718,362.799,473.297,,-116.022
ZRX/USDT:SHORT:0.206,"06/22/2023, 09:47:28 PM","06/24/2023, 10:20:00 AM",ZRX/USDT,,SHORT,10,0.196,0,4,0,-51.264,100,100,-51.264,0,-51.264,closed,0.192,0.195,0.197,0.2,0.187,0.183,0.179,0.175,0.168,0.162,0.156,0.148,0.14,,,0.206,26.042,46.875,67.708,88.542,125,156.25,187.5,229.167,270.833,,,-72.917
RVN/USDT:LONG:0.018,"06/25/2023, 10:46:52 AM","06/25/2023, 06:32:00 PM",RVN/USDT,,LONG,10,0.02,0,1,4,24.444,100,25,6.111,0,6.111,closed,0.02,0.02,0.019,0.019,0.02,0.021,0.021,0.022,0.023,0.024,0.025,0.026,0.027,,,0.018,20,40,70,90,130,180,230,300,350,,,-100
KSM/USDT:LONG:22.5,"06/25/2023, 10:07:00 PM","07/05/2023, 12:37:00 PM",KSM/USDT,,LONG,10,24.93,0,4,2,14.602,100,100,14.602,0,14.602,closed,25.9,25.267,24.633,24,26.5,27,27.5,28,29,30.2,31.4,33,34.5,36,,22.5,23.166,42.471,61.776,81.081,119.691,166.023,212.355,274.131,332.046,389.961,,-131.274
LINA/USDT:LONG:0.014,"06/26/2023, 10:57:51 AM","06/26/2023, 11:09:00 AM",LINA/USDT,,LONG,10,0.015,0,1,2,7.282,100,25,1.82,0,1.82,closed,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.019,0.019,0.02,,,,0.014,16.181,42.071,67.961,100.324,152.104,203.883,242.718,294.498,,,,-93.851
MANA/USDT:SHORT:0.392,"06/26/2023, 07:41:16 PM","06/27/2023, 06:38:00 AM",MANA/USDT,,SHORT,10,0.381,0,4,0,-28.934,100,100,-28.934,0,-28.934,closed,0.377,0.38,0.382,0.385,0.37,0.362,0.354,0.344,0.332,0.32,,,,,,0.392,18.568,39.788,61.008,87.533,119.363,151.194,,,,,,-39.788
CELR/USDT:LONG:0.015,"06/27/2023, 12:19:38 PM","07/05/2023, 05:33:00 PM",CELR/USDT,,LONG,10,0.017,0,4,2,16.237,100,100,16.237,0,16.237,closed,0.017,0.017,0.016,0.016,0.018,0.018,0.018,0.019,0.02,0.02,0.021,0.022,0.024,,,0.015,23.256,46.512,69.767,93.023,139.535,186.047,232.558,290.698,395.349,,,-127.907
